! Gemini First Light targets
!
NGC4314	12 22 32.6 +29 53 39  +0.0   +0.0 J2000
Abell3560 13 31 53.26 -33 14 05.2	+0.0	+0.0 J2000
NGC5272 13 42 11.2 +28 22 32  +0.0   +0.0 J2000
NGC5466 14 05 27.3 +28 32 04  +0.0   +0.0 J2000
B1422+231 14 24 38.09 +22 56 00.6	+0.0	+0.0 J2000
NGC6210 16 44 29.38 +23 47 48.5	+0.0	+0.0 J2000
IR16516-0948 16 54 24.5 -09 53 20	+0.0	+0.0 J2000
M2-9 17 05 37.9 -10 08 33.9	+0.0	+0.0 J2000
NGC6543 17 58 33.36 +66 37 58.8	+0.0	+0.0 J2000
BD+303639 19 34 45.23 +30 30 58.7	+0.0	+0.0 J2000
M1-77 21 19 07.57 +46 18 47.6	+0.0	+0.0 J2000
2249+59 22 49 28.46 +59 54 54.62	+0.0	+0.0 J2000
!
